,Date,BTC,ETH,USDT,MATIC
0,2021-01-01,0.5303711059553817,0.2222492208634277,0.002317293438067747,-0.07592782198880166
1,2021-01-02,0.656544273281445,0.2575497502837609,-0.0002783507763509663,-0.0854996601327217
2,2021-01-03,0.7663279624860657,0.7171262261929077,-0.000595686920862537,0.05438960928906433
3,2021-01-04,0.6722074504790314,0.7426815313917203,-4.284346285221563e-05,0.25171026511269123
4,2021-01-05,0.750853455254801,0.8254930373757396,0.0018968849609397598,0.24524905944823683
5,2021-01-06,0.9276029598553437,1.0478154965073339,0.0024436318365705922,0.8478840644077243
6,2021-01-07,1.1542596901100395,1.209184243584832,0.0031717733722491648,0.8655874875094232
7,2021-01-08,1.1915434897821062,1.1256826629028076,0.0010769519116859971,0.7502509111944595
8,2021-01-09,1.2055090795815069,1.2930589666462442,0.0038462175825446643,0.8993292664101316
9,2021-01-10,1.1154416291014129,1.3050502977290495,-0.0003222047300662778,0.7357621313987817
10,2021-01-11,0.8937448929672787,0.924004696585772,0.0008087010383011073,0.45944305041077915
11,2021-01-12,0.7780219049271027,0.7780066475748737,0.0005217716121204141,0.43727469744622205
12,2021-01-13,0.9380340434436378,0.9306223965816756,0.0003249851381603719,0.6294167225663214
13,2021-01-14,1.0210899478112845,1.0804043385096604,-0.0019900710241220754,0.6878294511134788
14,2021-01-15,0.7243245057235252,0.8375634853502265,-0.000911634142923945,0.7446943137138649
15,2021-01-16,0.5803082144173564,0.909311984164632,-0.0009823345225343783,0.7185383882759877
16,2021-01-17,0.546123265432142,0.8791951157596363,-0.001097501723097083,0.6602101857200144
17,2021-01-18,0.5323107452464202,0.9077390160441798,-0.0010137844447204447,0.8069721773405352
18,2021-01-19,0.533621833356031,1.155120217585294,0.00014899126732292878,0.6952673564577925
19,2021-01-20,0.5619853500016789,1.2635228242316758,-0.00011921393779312783,0.9061864322952893
20,2021-01-21,0.28982650358749185,0.7504410153680106,-0.0008209883882722702,0.5279054992348025
21,2021-01-22,0.4219802005893414,1.11968083381177,0.0005739540649638553,1.0477070473893177
22,2021-01-23,0.3537655472104104,1.0132976258094613,0.0013734271220053884,1.0730487667635353
23,2021-01-24,0.31003530161768755,1.228324372472085,0.001541829663015415,0.9929193883638296
24,2021-01-25,0.22147042584702903,1.0759083019463347,0.0011467967722609274,0.7061137058810769
25,2021-01-26,0.24208780066497293,1.0040971467576076,0.0026426275775541797,1.3772225427014035
26,2021-01-27,0.12424786588965864,0.7148302944104226,0.003819486276625872,1.2196336792419102
27,2021-01-28,0.2216923473672836,0.8215249184024018,0.002929618565739922,1.0910323079308637
28,2021-01-29,0.18878488317910125,0.8348971355927381,0.0001360382610464672,1.2276394888943045
29,2021-01-30,0.18337638157334957,0.8666725655445904,-0.00038371132125147867,1.2812257824993565
30,2021-01-31,0.12673411344084262,0.7975009822737167,-0.0012385068810227828,1.1502215423604447
31,2021-02-01,0.04147112534815878,0.7701161079214771,-0.0009115978283936732,1.1510536727998213
32,2021-02-02,0.07729059631041868,0.5536381915700472,0.0014602373503085353,1.0707872548441153
33,2021-02-03,0.17663212954121743,0.6019454815376977,0.0019736033862778335,0.7836034636571689
34,2021-02-04,0.08800772233823828,0.4507974090523408,-0.0017794119436910227,0.9370225941827646
35,2021-02-05,0.036788300575879784,0.4241765007438383,-0.0025713343083432205,0.5476733267672216
36,2021-02-06,-0.002637236538721388,0.37157000751281344,-0.00046057890338258023,0.5927328015937485
37,2021-02-07,-0.041445562681759696,0.3271182939337285,0.00019193395206418273,1.1350152007624494
38,2021-02-08,0.15512462160681717,0.3683840994320182,-0.0017501065842386865,1.1174541617414109
39,2021-02-09,0.21894479117831978,0.41027660856184367,0.0016265410502054323,2.2560504911628643
40,2021-02-10,0.2622343133707792,0.5975727210877091,-0.00015150266301167115,3.4906898375166904
41,2021-02-11,0.4121677955988414,0.704259139092422,0.001277392005753386,3.7334009379561586
42,2021-02-12,0.2719481959405834,0.6300388347737012,0.0034266268624607576,3.030799382912736
43,2021-02-13,0.20162881821722922,0.4820855095656751,0.002506926135977583,2.4006729081106806
44,2021-02-14,0.3216660198799024,0.5386234127078542,0.0008881831801434981,1.9604365964268036
45,2021-02-15,0.32910855344369105,0.4514599503860872,-0.0002691924416233782,2.2975066975672154
46,2021-02-16,0.37200752071967824,0.44503814419011234,0.0006714129520375423,2.1866699677418753
47,2021-02-17,0.42547398983555507,0.4720194224633969,0.0006598728120534858,2.115129516052497
48,2021-02-18,0.43257528387219013,0.40555488556472685,-0.0007061444988789578,2.7520961791284844
49,2021-02-19,0.5761216981286339,0.42282664727610064,0.0007963217486712804,3.482949214888393
50,2021-02-20,0.8226944106667313,0.7188316013087954,0.0019778535425185595,4.11860501554859
51,2021-02-21,0.7397459981254124,0.5635756311722309,0.0007980342858777689,4.199974011373874
52,2021-02-22,0.685405982268855,0.443179941931082,0.0005605605062897201,3.4777158358744735
53,2021-02-23,0.5143970496512982,0.12903222512037726,-0.000990311017933676,3.140399254671884
54,2021-02-24,0.5403708656740531,0.23635453048745947,0.00369312606408867,3.8837652774250753
55,2021-02-25,0.43897941805819385,0.0751462318440812,-0.00034289113675056715,2.9935435733452285
56,2021-02-26,0.5243151556211523,0.15397268589538804,-0.0008567853417293936,3.5607511894026542
57,2021-02-27,0.3795760366982821,0.09537820076975989,-0.001906234309067778,4.0823153610074465
58,2021-02-28,0.3146156986333237,0.025334539772592146,0.0006244725084998404,4.6835081932641955
59,2021-03-01,0.44697148544818766,0.14207848958112046,-0.0009778526737870274,5.295054888198664
60,2021-03-02,0.4600275267090257,0.13633573265328192,-0.0001439819546135146,5.057221389016704
61,2021-03-03,0.5040715364912509,0.14595625016779668,0.00015797528050986998,4.470834207083792
62,2021-03-04,0.3645510619848096,0.016432507832156773,-0.0015465444019121533,3.8582398293563465
63,2021-03-05,0.29632412000947883,-0.08077456736757793,-0.002100532071505179,3.8797006189399807
64,2021-03-06,0.32089906978490657,0.031186755955918466,-0.00036421253063179115,3.4930692935706773
65,2021-03-07,0.33387388583605904,-0.00017541201672943707,-0.00029021021627284593,2.867395572496369
66,2021-03-08,0.32890717297754835,0.08952361119992203,-0.0016258549710749248,3.136827786513334
67,2021-03-09,0.4089862243860116,0.15571758995076856,-0.0010067000565590067,3.4191041812388603
68,2021-03-10,0.20495616089041468,0.02665908769889236,-0.0017357667556929801,3.0420981863424172
69,2021-03-11,0.24068234949692258,0.02990559321123909,-0.0013443966550105158,3.155211152941922
70,2021-03-12,0.27337335646124994,0.012080763387296356,-0.0012997806338668205,2.5331656905507156
71,2021-03-13,0.27345700444482013,0.07584929444380673,-0.0011462219404816398,2.443440403066603
72,2021-03-14,0.24409760897700195,0.003081028518957085,-0.0037032311922552408,2.1561173704592527
73,2021-03-15,0.18161604158529676,-0.01460629682333292,-0.0009226617509834334,2.5091936282061718
74,2021-03-16,0.16715519245189192,-0.0016994681920547983,-0.00470401196961967,2.6971313650060225
75,2021-03-17,0.22866171934806867,0.024355941605548548,0.0004168609943537849,2.7341045680495824
76,2021-03-18,0.17378204680995646,-0.002240953687418834,-0.0006834864855909117,2.584507391153461
77,2021-03-19,0.11456757517191929,-0.020915055006227923,0.0018110862113192017,2.672215600662156
78,2021-03-20,0.12614860878617806,-0.06622527804277245,0.0012323050758662468,2.139942797161677
79,2021-03-21,0.026944352760890133,-0.08851761337504338,-0.00031720028364601305,1.464638684311748
80,2021-03-22,-0.03195092855766457,-0.12190220864811208,-0.0002795800486442568,1.3761831345658768
81,2021-03-23,-0.05693835669306413,-0.12928483729048545,-0.00023892809955827765,1.1392560005948513
82,2021-03-24,-0.030866751258807223,-0.10969006532846493,-0.0018110474481558558,1.1231330104478672
83,2021-03-25,0.051730435388567475,0.007705841836811667,-0.0004855675229044065,1.1879551825964283
84,2021-03-26,0.10721190067962216,0.04160567698187001,-0.003312799085781193,1.0922967742090504
85,2021-03-27,0.19234673007581615,0.1667924241805061,-0.0007854323135971786,0.9169322000680453
86,2021-03-28,0.2026093763200445,0.16634530390334823,-0.003422090567119951,0.8081546440086871
87,2021-03-29,0.24946098851806786,0.24487556756908813,-0.00015329384679074742,0.9516253150669001
88,2021-03-30,0.3011600426288197,0.3007151260169605,-0.0005432206010911322,0.6169057990836446
89,2021-03-31,0.18369941939252343,0.2182383249182165,-0.0004456417884092234,0.427903088354858
90,2021-04-01,0.21548116591526267,0.3182122974330537,-0.001256812246091643,0.5635757826118708
91,2021-04-02,0.16785718449518328,0.35634280638082383,-0.0014081267388519336,0.7107104045222272
