Date,Open*,High,Low,Close,Volume,Market Cap,
9-Nov-2020,$0.01,$0.01,$0.01,$0.005592,"$281,101",$0,
10-Nov-2020,$0.01,$0.01,$0.01,$0.005613,"$645,956",$0,
11-Nov-2020,$0.01,$0.01,$0.01,$0.005758,"$949,938",$0,
12-Nov-2020,$0.01,$0.01,$0.01,$0.005640,"$699,695",$0,
13-Nov-2020,$0.01,$0.01,$0.01,$0.005853,"$451,237",$0,
14-Nov-2020,$0.01,$0.01,$0.01,$0.005513,"$387,922",$0,
15-Nov-2020,$0.01,$0.01,$0.01,$0.005581,"$378,570",$0,
16-Nov-2020,$0.01,$0.01,$0.01,$0.005274,"$415,871",$0,
17-Nov-2020,$0.01,$0.01,$0.01,$0.005593,"$432,519",$0,
18-Nov-2020,$0.01,$0.01,$0.00,$0.005161,"$424,920",$0,
19-Nov-2020,$0.01,$0.01,$0.00,$0.005181,"$418,825",$0,
20-Nov-2020,$0.01,$0.01,$0.01,$0.005162,"$464,522",$0,
21-Nov-2020,$0.01,$0.01,$0.01,$0.005430,"$417,204",$0,
22-Nov-2020,$0.01,$0.01,$0.01,$0.005108,"$372,130",$0,
23-Nov-2020,$0.01,$0.01,$0.00,$0.004377,"$298,032",$0,
24-Nov-2020,$0.00,$0.01,$0.00,$0.005236,"$379,792",$0,
25-Nov-2020,$0.01,$0.01,$0.00,$0.003792,"$246,715",$0,
26-Nov-2020,$0.00,$0.01,$0.00,$0.004351,"$307,401",$0,
27-Nov-2020,$0.00,$0.01,$0.00,$0.006644,"$436,646",$0,
28-Nov-2020,$0.01,$0.01,$0.01,$0.007422,"$402,764",$0,
