Date,Open*,High,Low,Close,Volume,Market Cap
7-Sep-2020,$0.04,$0.04,$0.03,$0.04,"$2,943,076","$20,166,406"
8-Sep-2020,$0.04,$0.06,$0.04,$0.05,"$23,080,884","$29,050,848"
9-Sep-2020,$0.05,$0.06,$0.05,$0.05,"$16,462,247","$28,171,515"
10-Sep-2020,$0.05,$0.05,$0.05,$0.05,"$8,172,980","$28,890,597"
11-Sep-2020,$0.05,$0.05,$0.05,$0.05,"$8,374,072","$30,197,427"
12-Sep-2020,$0.05,$0.05,$0.05,$0.05,"$3,413,061","$28,767,846"
13-Sep-2020,$0.05,$0.05,$0.04,$0.04,"$5,931,320","$25,428,541"
14-Sep-2020,$0.04,$0.05,$0.04,$0.05,"$6,695,832","$27,054,605"
15-Sep-2020,$0.05,$0.05,$0.04,$0.04,"$8,213,086","$24,622,328"
16-Sep-2020,$0.04,$0.05,$0.04,$0.04,"$6,473,697","$25,834,569"
17-Sep-2020,$0.04,$0.05,$0.04,$0.04,"$3,595,836","$25,579,238"
18-Sep-2020,$0.04,$0.05,$0.04,$0.04,"$4,563,156","$25,646,298"
19-Sep-2020,$0.04,$0.05,$0.04,$0.05,"$5,332,779","$27,514,934"
20-Sep-2020,$0.05,$0.05,$0.04,$0.04,"$3,428,977","$25,171,005"
21-Sep-2020,$0.04,$0.04,$0.04,$0.04,"$4,823,375","$22,503,336"
22-Sep-2020,$0.04,$0.04,$0.04,$0.04,"$5,551,600","$25,768,141"
23-Sep-2020,$0.04,$0.05,$0.04,$0.04,"$21,916,994","$25,030,288"
24-Sep-2020,$0.04,$0.05,$0.04,$0.05,"$24,690,400","$28,094,558"
25-Sep-2020,$0.05,$0.05,$0.05,$0.05,"$18,271,594","$28,677,711"
26-Sep-2020,$0.05,$0.05,$0.05,$0.05,"$6,806,559","$27,412,645"
27-Sep-2020,$0.05,$0.05,$0.04,$0.04,"$13,927,961","$25,283,003"
28-Sep-2020,$0.04,$0.04,$0.04,$0.04,"$10,986,207","$24,655,165"
29-Sep-2020,$0.04,$0.04,$0.04,$0.04,"$6,167,681","$25,564,929"
30-Sep-2020,$0.04,$0.05,$0.04,$0.05,"$12,606,091","$27,151,052"
1-Oct-2020,$0.05,$0.05,$0.04,$0.04,"$7,339,954","$25,009,105"
2-Oct-2020,$0.04,$0.04,$0.04,$0.04,"$7,697,316","$24,135,731"
3-Oct-2020,$0.04,$0.05,$0.04,$0.05,"$8,605,313","$26,758,293"
4-Oct-2020,$0.05,$0.05,$0.04,$0.05,"$9,857,103","$28,496,884"
5-Oct-2020,$0.05,$0.05,$0.05,$0.05,"$17,201,919","$30,254,132"
6-Oct-2020,$0.05,$0.05,$0.05,$0.05,"$9,195,468","$27,860,923"
7-Oct-2020,$0.05,$0.05,$0.04,$0.05,"$4,512,741","$27,020,363"
8-Oct-2020,$0.05,$0.05,$0.04,$0.05,"$4,111,576","$28,304,631"
9-Oct-2020,$0.05,$0.05,$0.05,$0.05,"$5,442,272","$29,788,309"
10-Oct-2020,$0.05,$0.05,$0.05,$0.05,"$8,302,501","$27,421,008"
11-Oct-2020,$0.05,$0.05,$0.05,$0.05,"$6,287,463","$29,258,609"
12-Oct-2020,$0.05,$0.05,$0.05,$0.05,"$9,049,431","$28,725,159"
13-Oct-2020,$0.05,$0.05,$0.05,$0.05,"$7,175,418","$28,083,829"
14-Oct-2020,$0.05,$0.05,$0.05,$0.05,"$4,333,146","$27,705,334"
15-Oct-2020,$0.05,$0.05,$0.04,$0.05,"$3,469,517","$27,221,190"
16-Oct-2020,$0.05,$0.05,$0.04,$0.04,"$6,499,827","$26,416,337"
17-Oct-2020,$0.04,$0.04,$0.04,$0.04,"$3,089,599","$26,121,339"
18-Oct-2020,$0.04,$0.04,$0.04,$0.04,"$3,675,828","$25,781,076"
19-Oct-2020,$0.04,$0.04,$0.04,$0.04,"$9,861,501","$24,782,842"
20-Oct-2020,$0.04,$0.04,$0.04,$0.04,"$6,422,777","$23,514,305"
21-Oct-2020,$0.04,$0.04,$0.04,$0.04,"$7,487,464","$23,259,437"
22-Oct-2020,$0.04,$0.04,$0.04,$0.04,"$5,926,491","$24,172,935"
23-Oct-2020,$0.04,$0.04,$0.04,$0.04,"$7,686,300","$24,171,753"
24-Oct-2020,$0.04,$0.04,$0.04,$0.04,"$7,253,140","$24,700,535"
25-Oct-2020,$0.04,$0.04,$0.04,$0.04,"$4,518,620","$23,858,947"
26-Oct-2020,$0.04,$0.04,$0.04,$0.04,"$5,312,738","$22,923,287"
27-Oct-2020,$0.04,$0.04,$0.04,$0.04,"$3,301,717","$22,941,437"
28-Oct-2020,$0.04,$0.04,$0.03,$0.04,"$5,711,808","$21,389,833"
29-Oct-2020,$0.04,$0.04,$0.03,$0.04,"$5,808,845","$22,756,978"
30-Oct-2020,$0.04,$0.04,$0.03,$0.04,"$6,489,159","$21,677,623"
31-Oct-2020,$0.04,$0.04,$0.04,$0.04,"$2,617,298","$21,598,613"
1-Nov-2020,$0.04,$0.04,$0.03,$0.04,"$2,634,264","$21,600,013"
2-Nov-2020,$0.04,$0.04,$0.03,$0.04,"$2,991,619","$21,455,943"
3-Nov-2020,$0.04,$0.04,$0.03,$0.03,"$5,485,885","$18,713,402"
4-Nov-2020,$0.03,$0.03,$0.03,$0.03,"$5,062,403","$19,279,691"
5-Nov-2020,$0.03,$0.04,$0.03,$0.03,"$7,300,245","$20,670,610"
6-Nov-2020,$0.03,$0.04,$0.03,$0.04,"$4,042,072","$22,786,973"
7-Nov-2020,$0.04,$0.04,$0.03,$0.04,"$5,673,787","$22,128,964"
8-Nov-2020,$0.04,$0.04,$0.04,$0.04,"$2,845,659","$23,075,628"
9-Nov-2020,$0.04,$0.04,$0.04,$0.04,"$3,595,087","$23,003,363"
10-Nov-2020,$0.04,$0.04,$0.04,$0.04,"$5,296,836","$25,171,813"
11-Nov-2020,$0.04,$0.04,$0.04,$0.04,"$5,591,870","$26,192,143"
12-Nov-2020,$0.04,$0.06,$0.04,$0.04,"$25,502,603","$23,903,902"
13-Nov-2020,$0.04,$0.04,$0.04,$0.04,"$8,806,723","$24,142,370"
14-Nov-2020,$0.04,$0.04,$0.04,$0.04,"$3,938,206","$23,626,751"
15-Nov-2020,$0.04,$0.04,$0.04,$0.04,"$5,817,468","$23,212,688"
16-Nov-2020,$0.04,$0.04,$0.04,$0.04,"$4,673,304","$23,841,748"
17-Nov-2020,$0.04,$0.04,$0.04,$0.04,"$6,001,851","$22,925,856"
18-Nov-2020,$0.04,$0.04,$0.03,$0.04,"$5,642,010","$22,259,297"
19-Nov-2020,$0.04,$0.04,$0.04,$0.04,"$4,918,169","$21,862,225"
20-Nov-2020,$0.04,$0.04,$0.04,$0.04,"$5,103,922","$22,067,244"
21-Nov-2020,$0.04,$0.04,$0.04,$0.04,"$6,259,819","$24,306,604"
22-Nov-2020,$0.04,$0.05,$0.04,$0.05,"$38,156,068","$27,283,178"
23-Nov-2020,$0.05,$0.06,$0.04,$0.05,"$68,649,199","$29,425,358"
24-Nov-2020,$0.05,$0.05,$0.05,$0.05,"$25,078,016","$28,125,325"
25-Nov-2020,$0.05,$0.05,$0.04,$0.05,"$20,737,308","$28,019,558"
26-Nov-2020,$0.05,$0.05,$0.04,$0.04,"$14,280,887","$25,779,079"
27-Nov-2020,$0.04,$0.05,$0.04,$0.05,"$8,848,799","$28,509,864"
28-Nov-2020,$0.05,$0.05,$0.04,$0.04,"$11,230,193","$27,838,248"
29-Nov-2020,$0.04,$0.05,$0.04,$0.05,"$6,065,088","$28,238,104"
30-Nov-2020,$0.05,$0.05,$0.05,$0.05,"$10,022,900","$29,947,605"
1-Dec-2020,$0.05,$0.05,$0.04,$0.05,"$7,295,802","$28,399,503"
2-Dec-2020,$0.05,$0.05,$0.04,$0.05,"$7,346,374","$29,126,824"
3-Dec-2020,$0.05,$0.05,$0.05,$0.05,"$5,036,542","$29,018,049"
4-Dec-2020,$0.05,$0.05,$0.04,$0.04,"$5,229,419","$26,294,885"
5-Dec-2020,$0.04,$0.04,$0.04,$0.04,"$4,583,409","$27,093,959"
6-Dec-2020,$0.04,$0.04,$0.04,$0.04,"$2,894,315","$26,877,603"
7-Dec-2020,$0.04,$0.05,$0.04,$0.05,"$6,147,440","$28,212,774"
8-Dec-2020,$0.05,$0.05,$0.04,$0.04,"$11,274,827","$27,572,820"
9-Dec-2020,$0.04,$0.05,$0.04,$0.05,"$20,516,766","$32,252,008"
10-Dec-2020,$0.05,$0.06,$0.05,$0.05,"$29,366,502","$32,538,041"
11-Dec-2020,$0.05,$0.05,$0.05,$0.05,"$13,502,522","$28,230,321"
12-Dec-2020,$0.05,$0.05,$0.05,$0.05,"$9,268,445","$29,619,539"
13-Dec-2020,$0.05,$0.05,$0.05,$0.05,"$6,147,043","$29,988,494"
14-Dec-2020,$0.05,$0.05,$0.05,$0.05,"$7,410,345","$30,941,378"
15-Dec-2020,$0.05,$0.05,$0.05,$0.05,"$9,935,650","$32,521,759"
16-Dec-2020,$0.05,$0.05,$0.05,$0.05,"$13,221,185","$32,174,224"
17-Dec-2020,$0.05,$0.05,$0.05,$0.05,"$11,058,516","$30,429,524"
18-Dec-2020,$0.05,$0.05,$0.05,$0.05,"$9,097,456","$31,862,211"
19-Dec-2020,$0.05,$0.05,$0.05,$0.05,"$12,698,939","$31,952,831"
20-Dec-2020,$0.05,$0.06,$0.05,$0.05,"$18,345,864","$30,905,427"
21-Dec-2020,$0.05,$0.05,$0.05,$0.05,"$11,071,203","$29,603,446"
22-Dec-2020,$0.05,$0.05,$0.04,$0.05,"$10,724,443","$28,842,291"
23-Dec-2020,$0.05,$0.05,$0.04,$0.04,"$8,383,661","$23,665,188"
24-Dec-2020,$0.04,$0.04,$0.04,$0.04,"$5,047,615","$24,988,290"
25-Dec-2020,$0.04,$0.04,$0.04,$0.04,"$5,000,461","$24,193,635"
26-Dec-2020,$0.04,$0.04,$0.04,$0.04,"$5,458,283","$23,624,283"
27-Dec-2020,$0.04,$0.04,$0.04,$0.04,"$7,349,951","$24,440,805"
28-Dec-2020,$0.04,$0.04,$0.04,$0.04,"$5,676,291","$24,241,715"
29-Dec-2020,$0.04,$0.04,$0.04,$0.04,"$6,896,364","$23,152,591"
30-Dec-2020,$0.04,$0.04,$0.04,$0.04,"$3,758,876","$22,448,911"
31-Dec-2020,$0.04,$0.04,$0.03,$0.04,"$3,364,794","$22,168,113"
1-Jan-2021,$0.04,$0.04,$0.04,$0.04,"$3,923,475","$23,020,017"
2-Jan-2021,$0.04,$0.04,$0.04,$0.04,"$5,491,259","$23,714,860"
3-Jan-2021,$0.04,$0.04,$0.04,$0.04,"$6,793,636","$25,465,024"
4-Jan-2021,$0.04,$0.04,$0.04,$0.04,"$7,083,381","$25,178,244"
5-Jan-2021,$0.04,$0.05,$0.04,$0.04,"$10,831,507","$25,966,543"
6-Jan-2021,$0.04,$0.05,$0.04,$0.04,"$13,596,102","$27,826,263"
7-Jan-2021,$0.04,$0.05,$0.04,$0.04,"$10,414,813","$26,938,729"
8-Jan-2021,$0.04,$0.05,$0.04,$0.04,"$13,302,777","$27,074,833"
9-Jan-2021,$0.04,$0.05,$0.04,$0.05,"$8,255,178","$28,632,894"
10-Jan-2021,$0.05,$0.05,$0.04,$0.04,"$7,576,116","$26,494,553"
11-Jan-2021,$0.04,$0.04,$0.03,$0.04,"$8,207,441","$25,295,055"
12-Jan-2021,$0.04,$0.04,$0.04,$0.04,"$5,026,765","$23,459,424"
13-Jan-2021,$0.04,$0.04,$0.04,$0.04,"$4,997,461","$25,269,801"
14-Jan-2021,$0.04,$0.04,$0.04,$0.04,"$4,939,743","$25,514,319"
15-Jan-2021,$0.04,$0.05,$0.04,$0.04,"$10,476,076","$27,540,856"
16-Jan-2021,$0.04,$0.05,$0.04,$0.04,"$9,332,764","$27,475,947"
17-Jan-2021,$0.04,$0.05,$0.04,$0.05,"$25,398,598","$31,955,358"
18-Jan-2021,$0.05,$0.05,$0.05,$0.05,"$14,156,919","$32,601,615"
19-Jan-2021,$0.05,$0.06,$0.05,$0.05,"$18,747,965","$33,902,465"
20-Jan-2021,$0.05,$0.06,$0.05,$0.05,"$20,442,884","$33,557,608"
21-Jan-2021,$0.05,$0.15,$0.05,$0.11,"$424,777,410","$70,990,005"
22-Jan-2021,$0.11,$0.12,$0.09,$0.11,"$187,029,548","$71,443,883"
23-Jan-2021,$0.11,$0.11,$0.10,$0.10,"$57,718,715","$66,901,002"
24-Jan-2021,$0.10,$0.10,$0.09,$0.09,"$38,803,134","$62,234,867"
25-Jan-2021,$0.10,$0.10,$0.09,$0.09,"$29,079,291","$60,994,832"
26-Jan-2021,$0.09,$0.10,$0.09,$0.09,"$17,840,698","$61,101,885"
27-Jan-2021,$0.09,$0.09,$0.08,$0.08,"$38,112,762","$53,600,885"
28-Jan-2021,$0.08,$0.09,$0.08,$0.09,"$42,899,972","$58,126,930"
29-Jan-2021,$0.09,$0.09,$0.08,$0.09,"$50,599,792","$57,695,458"
30-Jan-2021,$0.09,$0.09,$0.09,$0.09,"$26,203,617","$57,397,802"
31-Jan-2021,$0.09,$0.09,$0.08,$0.08,"$21,891,877","$54,312,044"
1-Feb-2021,$0.08,$0.08,$0.08,$0.08,"$23,641,803","$54,213,330"
2-Feb-2021,$0.08,$0.10,$0.08,$0.10,"$66,802,121","$62,656,248"
3-Feb-2021,$0.10,$0.10,$0.09,$0.10,"$44,160,930","$64,257,871"
4-Feb-2021,$0.10,$0.11,$0.09,$0.10,"$121,182,041","$65,640,861"
5-Feb-2021,$0.10,$0.14,$0.10,$0.14,"$192,354,663","$92,888,149"
6-Feb-2021,$0.14,$0.14,$0.12,$0.13,"$82,336,685","$84,809,358"
7-Feb-2021,$0.13,$0.13,$0.11,$0.13,"$72,170,033","$83,386,420"
8-Feb-2021,$0.13,$0.15,$0.12,$0.14,"$99,619,548","$90,982,832"
9-Feb-2021,$0.14,$0.16,$0.14,$0.15,"$69,208,148","$98,765,864"
10-Feb-2021,$0.15,$0.15,$0.13,$0.15,"$63,522,797","$96,017,602"
11-Feb-2021,$0.15,$0.17,$0.14,$0.16,"$112,181,099","$104,406,480"
12-Feb-2021,$0.16,$0.17,$0.15,$0.16,"$63,012,758","$106,949,255"
13-Feb-2021,$0.16,$0.21,$0.16,$0.21,"$288,830,067","$136,995,677"
14-Feb-2021,$0.20,$0.29,$0.19,$0.26,"$680,733,438","$176,141,362"
15-Feb-2021,$0.26,$0.27,$0.21,$0.24,"$189,931,371","$159,789,132"
16-Feb-2021,$0.24,$0.25,$0.22,$0.23,"$76,988,455","$154,742,426"
17-Feb-2021,$0.23,$0.26,$0.21,$0.24,"$174,081,115","$161,945,808"
18-Feb-2021,$0.24,$0.34,$0.24,$0.32,"$478,342,644","$214,262,244"
19-Feb-2021,$0.32,$0.32,$0.28,$0.31,"$205,176,803","$207,290,946"
20-Feb-2021,$0.31,$0.32,$0.28,$0.30,"$80,687,846","$198,274,831"
21-Feb-2021,$0.30,$0.34,$0.29,$0.32,"$97,433,633","$214,422,555"
22-Feb-2021,$0.32,$0.36,$0.24,$0.29,"$169,312,004","$196,967,544"
23-Feb-2021,$0.30,$0.32,$0.18,$0.24,"$260,326,263","$160,988,992"
24-Feb-2021,$0.24,$0.27,$0.22,$0.25,"$67,736,066","$166,229,168"
25-Feb-2021,$0.25,$0.27,$0.23,$0.23,"$75,563,707","$156,629,838"
26-Feb-2021,$0.24,$0.25,$0.22,$0.24,"$44,020,808","$157,791,151"
27-Feb-2021,$0.24,$0.26,$0.24,$0.24,"$37,690,460","$163,279,326"
28-Feb-2021,$0.24,$0.26,$0.20,$0.22,"$41,280,972","$145,590,680"
1-Mar-2021,$0.22,$0.25,$0.22,$0.24,"$45,640,162","$161,532,829"
2-Mar-2021,$0.24,$0.26,$0.23,$0.25,"$52,593,010","$169,326,065"
3-Mar-2021,$0.25,$0.32,$0.25,$0.31,"$185,731,682","$210,672,956"
4-Mar-2021,$0.31,$0.44,$0.30,$0.36,"$631,611,321","$247,796,151"
5-Mar-2021,$0.36,$0.43,$0.34,$0.35,"$213,232,253","$239,601,639"
6-Mar-2021,$0.35,$0.37,$0.32,$0.35,"$117,142,228","$235,831,853"
7-Mar-2021,$0.35,$0.39,$0.34,$0.38,"$155,982,512","$260,121,526"
8-Mar-2021,$0.38,$0.48,$0.38,$0.46,"$346,084,080","$310,809,668"
9-Mar-2021,$0.46,$0.58,$0.46,$0.53,"$596,743,343","$359,354,678"
10-Mar-2021,$0.53,$0.53,$0.46,$0.49,"$221,001,199","$330,418,054"
11-Mar-2021,$0.49,$0.56,$0.48,$0.53,"$283,703,465","$365,677,777"
12-Mar-2021,$0.53,$0.63,$0.52,$0.62,"$385,725,450","$423,373,352"
13-Mar-2021,$0.62,$0.78,$0.56,$0.69,"$651,531,404","$473,603,144"
14-Mar-2021,$0.69,$0.75,$0.65,$0.69,"$416,986,491","$476,578,083"
15-Mar-2021,$0.69,$0.72,$0.62,$0.67,"$274,768,178","$463,026,397"
16-Mar-2021,$0.67,$0.68,$0.58,$0.60,"$218,485,337","$409,475,733"
17-Mar-2021,$0.60,$0.63,$0.51,$0.61,"$289,467,292","$418,301,621"
18-Mar-2021,$0.61,$0.69,$0.57,$0.63,"$368,497,299","$429,934,775"
19-Mar-2021,$0.63,$0.63,$0.60,$0.61,"$145,579,598","$422,192,178"
20-Mar-2021,$0.62,$0.62,$0.55,$0.55,"$132,542,062","$375,353,593"
21-Mar-2021,$0.55,$0.60,$0.53,$0.57,"$177,096,134","$392,078,448"
22-Mar-2021,$0.57,$0.62,$0.53,$0.57,"$231,892,060","$389,757,021"
23-Mar-2021,$0.57,$0.60,$0.52,$0.58,"$185,162,044","$398,163,638"
24-Mar-2021,$0.58,$0.68,$0.56,$0.60,"$355,528,409","$409,818,629"
25-Mar-2021,$0.60,$0.62,$0.56,$0.61,"$208,850,695","$416,573,648"
26-Mar-2021,$0.61,$0.63,$0.59,$0.63,"$156,066,737","$431,941,178"
27-Mar-2021,$0.63,$0.75,$0.62,$0.73,"$388,171,666","$503,828,587"
28-Mar-2021,$0.73,$0.93,$0.70,$0.83,"$725,574,458","$573,353,556"
29-Mar-2021,$0.84,$0.89,$0.78,$0.81,"$345,323,406","$557,061,951"
30-Mar-2021,$0.81,$0.87,$0.80,$0.85,"$272,671,106","$583,152,917"
31-Mar-2021,$0.85,$0.87,$0.77,$0.83,"$284,096,566","$569,548,448"
1-Apr-2021,$0.83,$0.83,$0.77,$0.78,"$190,222,775","$537,521,383"
2-Apr-2021,$0.78,$0.83,$0.75,$0.81,"$222,293,402","$558,220,540"
3-Apr-2021,$0.81,$0.81,$0.71,$0.71,"$157,103,907","$490,626,052"
4-Apr-2021,$0.71,$0.78,$0.71,$0.76,"$138,391,412","$519,906,967"
5-Apr-2021,$0.76,$0.76,$0.67,$0.68,"$158,123,289","$464,379,368"
6-Apr-2021,$0.68,$0.68,$0.61,$0.64,"$157,835,523","$439,923,953"
7-Apr-2021,$0.64,$0.65,$0.53,$0.63,"$167,058,218","$434,857,476"
8-Apr-2021,$0.63,$0.69,$0.61,$0.69,"$158,227,239","$470,504,669"
9-Apr-2021,$0.69,$0.75,$0.66,$0.70,"$182,427,961","$479,951,908"
10-Apr-2021,$0.70,$0.70,$0.64,$0.66,"$99,632,706","$456,548,763"
11-Apr-2021,$0.66,$0.67,$0.62,$0.64,"$88,367,701","$441,855,151"
12-Apr-2021,$0.64,$0.71,$0.63,$0.69,"$114,818,249","$470,822,564"
13-Apr-2021,$0.69,$0.70,$0.65,$0.67,"$87,952,660","$458,997,627"
14-Apr-2021,$0.67,$0.67,$0.62,$0.65,"$67,665,888","$444,146,760"
15-Apr-2021,$0.65,$0.70,$0.64,$0.68,"$73,808,737","$469,720,696"
16-Apr-2021,$0.68,$0.71,$0.63,$0.71,"$122,709,824","$484,679,516"
17-Apr-2021,$0.71,$0.71,$0.65,$0.67,"$89,710,362","$458,591,282"
18-Apr-2021,$0.67,$0.68,$0.48,$0.56,"$114,149,263","$385,064,431"
19-Apr-2021,$0.56,$0.58,$0.51,$0.51,"$61,539,578","$353,589,263"
20-Apr-2021,$0.51,$0.53,$0.45,$0.52,"$89,314,990","$358,259,768"
21-Apr-2021,$0.52,$0.57,$0.50,$0.51,"$82,611,667","$352,099,089"
22-Apr-2021,$0.51,$0.53,$0.44,$0.44,"$77,378,242","$301,215,952"
23-Apr-2021,$0.44,$0.45,$0.34,$0.43,"$104,573,779","$292,995,756"
24-Apr-2021,$0.43,$0.44,$0.39,$0.41,"$59,500,930","$281,505,249"
25-Apr-2021,$0.41,$0.45,$0.39,$0.42,"$51,059,955","$285,775,125"
26-Apr-2021,$0.42,$0.50,$0.41,$0.50,"$67,262,257","$343,134,373"
27-Apr-2021,$0.50,$0.54,$0.49,$0.54,"$52,790,634","$371,115,857"
28-Apr-2021,$0.54,$0.61,$0.51,$0.59,"$160,224,947","$403,015,181"
29-Apr-2021,$0.59,$0.61,$0.54,$0.57,"$82,507,013","$388,340,198"
30-Apr-2021,$0.57,$0.63,$0.55,$0.62,"$99,524,809","$426,581,216"
1-May-2021,$0.62,$0.63,$0.59,$0.60,"$50,988,710","$414,304,569"
2-May-2021,$0.60,$0.61,$0.56,$0.58,"$47,641,104","$400,428,523"
3-May-2021,$0.58,$0.68,$0.58,$0.66,"$144,641,774","$451,388,182"
4-May-2021,$0.66,$0.72,$0.57,$0.58,"$286,297,424","$396,044,564"
5-May-2021,$0.57,$0.62,$0.57,$0.60,"$96,980,785","$414,634,854"
6-May-2021,$0.61,$0.61,$0.54,$0.56,"$75,875,023","$385,341,668"
7-May-2021,$0.56,$0.58,$0.52,$0.55,"$68,328,206","$375,143,148"
8-May-2021,$0.55,$0.57,$0.53,$0.54,"$47,115,745","$371,323,512"
9-May-2021,$0.54,$0.55,$0.50,$0.54,"$48,112,441","$371,331,677"
10-May-2021,$0.54,$0.55,$0.43,$0.46,"$58,089,265","$317,405,978"
11-May-2021,$0.46,$0.51,$0.45,$0.50,"$58,017,878","$345,932,741"
12-May-2021,$0.50,$0.53,$0.40,$0.40,"$54,946,606","$283,177,702"
13-May-2021,$0.41,$0.45,$0.39,$0.42,"$79,450,062","$296,960,094"
14-May-2021,$0.42,$0.46,$0.41,$0.44,"$51,712,597","$308,850,413"
15-May-2021,$0.44,$0.51,$0.43,$0.43,"$118,034,359","$303,226,001"
16-May-2021,$0.43,$0.47,$0.39,$0.42,"$68,219,693","$292,057,104"
17-May-2021,$0.42,$0.42,$0.36,$0.38,"$66,130,232","$263,591,888"
18-May-2021,$0.38,$0.42,$0.37,$0.39,"$52,062,980","$275,619,524"
19-May-2021,$0.39,$0.40,$0.18,$0.25,"$87,060,306","$174,115,775"
20-May-2021,$0.25,$0.32,$0.21,$0.31,"$70,672,916","$219,550,250"
21-May-2021,$0.31,$0.35,$0.24,$0.29,"$81,939,341","$206,228,438"
22-May-2021,$0.29,$0.48,$0.27,$0.43,"$398,314,380","$304,157,389"
23-May-2021,$0.44,$0.46,$0.24,$0.29,"$205,068,193","$204,355,004"
24-May-2021,$0.29,$0.32,$0.26,$0.31,"$104,862,403","$218,769,320"
25-May-2021,$0.31,$0.32,$0.26,$0.29,"$59,644,091","$205,963,780"
26-May-2021,$0.29,$0.39,$0.28,$0.37,"$100,508,302","$260,687,833"
27-May-2021,$0.37,$0.37,$0.33,$0.33,"$64,144,521","$235,048,336"
28-May-2021,$0.34,$0.38,$0.30,$0.34,"$109,838,745","$237,959,418"
29-May-2021,$0.34,$0.34,$0.28,$0.31,"$51,276,859","$214,711,938"
30-May-2021,$0.31,$0.33,$0.28,$0.32,"$39,733,787","$221,714,436"
31-May-2021,$0.32,$0.33,$0.29,$0.33,"$37,614,427","$234,872,741"
1-Jun-2021,$0.33,$0.33,$0.31,$0.32,"$30,042,106","$226,803,205"
2-Jun-2021,$0.32,$0.34,$0.31,$0.33,"$33,858,547","$233,181,205"
3-Jun-2021,$0.33,$0.37,$0.32,$0.36,"$45,913,635","$254,745,324"
4-Jun-2021,$0.36,$0.37,$0.31,$0.33,"$44,142,780","$233,935,237"
5-Jun-2021,$0.33,$0.35,$0.31,$0.32,"$27,957,343","$223,205,380"
6-Jun-2021,$0.32,$0.33,$0.32,$0.33,"$22,590,331","$228,268,534"
7-Jun-2021,$0.33,$0.33,$0.29,$0.29,"$23,892,523","$206,781,142"
8-Jun-2021,$0.30,$0.30,$0.25,$0.28,"$34,805,765","$198,169,352"
9-Jun-2021,$0.28,$0.29,$0.26,$0.29,"$30,821,606","$204,419,009"
10-Jun-2021,$0.29,$0.30,$0.28,$0.30,"$34,303,896","$211,732,918"
11-Jun-2021,$0.30,$0.34,$0.28,$0.31,"$78,609,778","$214,087,667"
12-Jun-2021,$0.31,$0.31,$0.26,$0.26,"$44,057,358","$184,291,612"
13-Jun-2021,$0.26,$0.28,$0.25,$0.28,"$24,562,535","$194,511,078"
14-Jun-2021,$0.28,$0.29,$0.27,$0.28,"$23,321,280","$195,694,275"
15-Jun-2021,$0.28,$0.29,$0.27,$0.28,"$26,470,560","$197,770,282"
16-Jun-2021,$0.29,$0.30,$0.27,$0.27,"$39,856,915","$190,234,707"
17-Jun-2021,$0.27,$0.28,$0.27,$0.27,"$21,903,774","$190,661,703"
18-Jun-2021,$0.27,$0.27,$0.24,$0.26,"$19,980,071","$180,347,808"
19-Jun-2021,$0.26,$0.26,$0.25,$0.25,"$16,074,870","$173,199,538"
20-Jun-2021,$0.25,$0.25,$0.22,$0.24,"$21,939,388","$167,504,996"
