Date,Close
2019-11-27,0.024559909499906846
2019-11-28,0.02268334969025459
2019-11-29,0.02453872085316254
2019-11-30,0.0290017353012859
2019-12-01,0.026646130650683202
2019-12-02,0.02640620199189598
2019-12-03,0.0292511111149766
2019-12-04,0.03180476998775776
2019-12-05,0.0330840426632022
2019-12-06,0.04157783719031753
2019-12-07,0.03890003437296752
2019-12-08,0.04155405829495779
2019-12-09,0.03413486020586422
2019-12-10,0.01731107030553868
2019-12-11,0.017872297173862402
2019-12-12,0.015725579873932624
2019-12-13,0.016019161532209072
2019-12-14,0.013625070294342977
2019-12-15,0.014207555697916973
2019-12-16,0.01317003895923819
2019-12-17,0.012077014055972444
2019-12-18,0.012679475374536692
2019-12-19,0.013071363606861452
2019-12-20,0.01557499006812297
2019-12-21,0.018110174610432732
2019-12-22,0.016148655949961028
2019-12-23,0.015075139362403853
2019-12-24,0.016114497963766482
2019-12-25,0.015603867559709826
2019-12-26,0.0156634439454904
2019-12-27,0.015144984338951496
2019-12-28,0.014901563792730232
2019-12-29,0.014717099229936326
2019-12-30,0.01425639623486908
2019-12-31,0.013749803418088947
2020-01-01,0.014876490748629236
2020-01-02,0.014647114426370674
2020-01-03,0.015110677560576052
2020-01-04,0.01484092884598311
2020-01-05,0.014824914900519423
2020-01-06,0.015586020319050658
2020-01-07,0.015102147726915462
2020-01-08,0.01496742885689563
2020-01-09,0.01460864091104778
2020-01-10,0.014838146826462046
2020-01-11,0.014766861743326469
2020-01-12,0.014957180685998843
2020-01-13,0.015483738208859099
2020-01-14,0.015687227882783455
2020-01-15,0.01636390592720551
2020-01-16,0.016120496641251005
2020-01-17,0.018705035470344574
2020-01-18,0.017464475034646598
2020-01-19,0.016437949067604755
2020-01-20,0.0168696072764988
2020-01-21,0.01715204559896783
2020-01-22,0.01715204559896783
2020-01-23,0.016014639947933517
2020-01-24,0.016229194730321278
2020-01-25,0.01601610655022835
2020-01-26,0.016446165027571
2020-01-27,0.016889810939457073
2020-01-28,0.017231092956434248
2020-01-29,0.01703475929717753
2020-01-30,0.018560618344638128
2020-01-31,0.01786787553251384
2020-02-01,0.018218903514622027
2020-02-02,0.01908719525424965
2020-02-03,0.02186363971998553
2020-02-04,0.021022225139062302
2020-02-05,0.021521599238007026
2020-02-06,0.02450116528265648
2020-02-07,0.02297094228878119
2020-02-08,0.021201720873691703
2020-02-09,0.021940914113702848
2020-02-10,0.0216023919683196
2020-02-11,0.023007641651116576
2020-02-12,0.022873276656056936
2020-02-13,0.022264552645433203
2020-02-14,0.02333218866169954
2020-02-15,0.02090993407011698
2020-02-16,0.02017415311603087
2020-02-17,0.020071401983245665
2020-02-18,0.021577635134280335
2020-02-19,0.019959351023874455
2020-02-20,0.02073604471232989
2020-02-21,0.02073604471232989
2020-02-22,0.02085463494005927
2020-02-23,0.022408122776013045
2020-02-24,0.02077202120125792
2020-02-25,0.019024272788103463
2020-02-26,0.01822467403332932
2020-02-27,0.019601943465310648
2020-02-28,0.020185103730748617
2020-02-29,0.020161243172750434
2020-03-01,0.01933094128524754
2020-03-02,0.021383486473503584
2020-03-03,0.023435538627734884
2020-03-04,0.025195411166955988
2020-03-05,0.026462334273153167
2020-03-06,0.02499275777799531
2020-03-07,0.026872862116919357
2020-03-08,0.021201704164355902
2020-03-09,0.020608330623968905
2020-03-10,0.02058810858360258
2020-03-11,0.01902462201112729
2020-03-12,0.009154790233319882
2020-03-13,0.010933759026365888
2020-03-14,0.009771900307328843
2020-03-15,0.009838445825084276
2020-03-16,0.008136412465396228
2020-03-17,0.009281674287017977
2020-03-18,0.009137136814329311
2020-03-19,0.011266741850407528
2020-03-20,0.01087300364593393
2020-03-21,0.011214845114124097
2020-03-22,0.010060030987154623
2020-03-23,0.011190828599853164
2020-03-24,0.011300322232470192
2020-03-25,0.011473136262321215
2020-03-26,0.011920257015217957
2020-03-27,0.010774400962481704
2020-03-28,0.010647010625453103
2020-03-29,0.010009045855210492
2020-03-30,0.010691703440883328
2020-03-31,0.010997087128424385
2020-04-01,0.01124948183374089
2020-04-02,0.01151843862637631
2020-04-03,0.011554852732508789
2020-04-04,0.011715583121696595
2020-04-05,0.011441276297858889
2020-04-06,0.013493226705065066
2020-04-07,0.012948570349567347
2020-04-08,0.013747884046766254
2020-04-09,0.01353473361294319
2020-04-10,0.011995743786511099
2020-04-11,0.012221898805842433
2020-04-12,0.012222941623719752
2020-04-13,0.012007817701335865
2020-04-14,0.012092607624383135
2020-04-15,0.011648255482086936
2020-04-16,0.012629878305717606
2020-04-17,0.012779307597506548
2020-04-18,0.013408473452482353
2020-04-19,0.012894690093234271
2020-04-20,0.01204126507645326
2020-04-21,0.011999854996782225
2020-04-22,0.012812416267643161
2020-04-23,0.01433114588409109
2020-04-24,0.01466711630765965
2020-04-25,0.015085906780024201
2020-04-26,0.01567735602397143
2020-04-27,0.0154365581105185
2020-04-28,0.015698196757881522
2020-04-29,0.01642978547017205
2020-04-30,0.015449144520312454
2020-05-01,0.0158817304228115
2020-05-02,0.016904609555633932
2020-05-03,0.01713962415349109
2020-05-04,0.01698673093632466
2020-05-05,0.07607133751757586
2020-05-06,0.017085719096420295
2020-05-07,0.0174152218047259
2020-05-08,0.017887846062125064
2020-05-09,0.017233079289607912
2020-05-10,0.01536573381701361
2020-05-11,0.015084504842646155
2020-05-12,0.017256962261316178
2020-05-13,0.020255474261699675
2020-05-14,0.020059517930385795
2020-05-15,0.019222701356683546
2020-05-16,0.02004254239106661
2020-05-17,0.020282029739692748
2020-05-18,0.020608606889733767
2020-05-19,0.02223794842471239
2020-05-20,0.020896383539019882
2020-05-21,0.019147331078375775
2020-05-22,0.02037092081807805
2020-05-23,0.020103050423140093
2020-05-24,0.01936244981639061
2020-05-25,0.02119144064035032
2020-05-26,0.02581677595986061
2020-05-27,0.024362067158666317
2020-05-28,0.02516439639475116
2020-05-29,0.025853017090639717
2020-05-30,0.024070486036496478
2020-05-31,0.02044303490101686
2020-06-01,0.021710223195411788
2020-06-02,0.020804558304159455
2020-06-03,0.021641315374957417
2020-06-04,0.02166412396687604
2020-06-05,0.020644281882429883
2020-06-06,0.020644669287760896
2020-06-07,0.0203084042153159
2020-06-08,0.020329312278246175
2020-06-09,0.020154304638084014
2020-06-10,0.021287376906937244
2020-06-11,0.019674257647901296
2020-06-12,0.02048341313656863
2020-06-13,0.020684552074704474
2020-06-14,0.02058433561655252
2020-06-15,0.020428505082314304
2020-06-16,0.020587462528895355
2020-06-17,0.020699578438207647
2020-06-18,0.020429101474078164
2020-06-19,0.020184648603152274
2020-06-20,0.02264056008981195
2020-06-21,0.021350818810387823
2020-06-22,0.022353583806572784
2020-06-23,0.02260990809724707
2020-06-24,0.022393471423915262
2020-06-25,0.02158672077668971
2020-06-26,0.02084217421821031
2020-06-27,0.01934236341910525
2020-06-28,0.02007257693023053
2020-06-29,0.019638245453124974
2020-06-30,0.018996769785412815
2020-07-01,0.018729342036338716
2020-07-02,0.018886884617885596
2020-07-03,0.019287539741107487
2020-07-04,0.019538484099188007
2020-07-05,0.019086969936474733
2020-07-06,0.019971628630111024
2020-07-07,0.020141540978196173
